respondent_id,case_id,case_name,category,market,data_status,过去3个月购买,月均购买频次,口味重要性,健康重要性,价格敏感,包装便利,概念相关性,品牌信任,试购结果
SIM-PUFFED-BASELINE-01592,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3025,0.7575,0.2916,-0.6883,0.6109,0.5494,0.4028,1
SIM-PUFFED-BASELINE-01593,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5209,0.8837,0.2611,-0.3372,0.6262,0.7998,-1.1711,1
SIM-PUFFED-BASELINE-01594,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2745,0.8374,0.3549,-0.0495,0.7226,0.3528,0.4855,1
SIM-PUFFED-BASELINE-01595,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2821,0.5849,0.6765,1.0233,0.7673,0.5929,-0.2439,0
SIM-PUFFED-BASELINE-01596,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2471,0.7509,0.7079,0.1557,0.8936,0.2679,-1.8322,1
SIM-PUFFED-BASELINE-01597,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0362,0.7786,0.4559,1.5552,0.7045,0.8665,-0.1189,1
SIM-PUFFED-BASELINE-01598,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0663,0.929,0.616,-1.6101,0.6099,0.4779,-1.3265,0
SIM-PUFFED-BASELINE-01599,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7953,0.8038,0.5716,1.0461,0.5047,0.5013,1.5764,1
SIM-PUFFED-BASELINE-01600,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5663,0.8443,0.3524,0.7477,0.7087,0.3045,0.4695,1
SIM-PUFFED-BASELINE-01601,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.8594,0.9698,0.7092,-0.3392,0.5188,0.8732,-1.0718,0
SIM-PUFFED-BASELINE-01602,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.9301,0.7102,0.3947,-1.0784,0.7575,0.6166,-0.0089,0
SIM-PUFFED-BASELINE-01603,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.174,0.784,0.4507,-0.4198,0.7777,0.2695,-0.0699,1
SIM-PUFFED-BASELINE-01604,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.975,0.6017,0.4232,0.5163,0.3815,0.835,0.28,1
SIM-PUFFED-BASELINE-01605,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4606,0.4509,0.5208,0.7581,0.5458,0.766,1.8362,1
SIM-PUFFED-BASELINE-01606,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.6165,0.6779,0.4215,1.0743,0.9171,0.4251,1.9611,1
SIM-PUFFED-BASELINE-01607,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2132,0.7826,0.7211,-0.1547,0.2747,0.332,-0.899,1
SIM-PUFFED-BASELINE-01608,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5652,0.6409,0.5416,0.3025,0.7773,0.8095,0.2379,1
SIM-PUFFED-BASELINE-01609,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3225,0.7392,0.8198,0.7122,0.7563,0.4628,-0.5826,1
SIM-PUFFED-BASELINE-01610,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2766,0.8131,0.4637,-1.3584,0.948,0.4418,0.2892,1
SIM-PUFFED-BASELINE-01611,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.6973,0.9497,0.6518,-1.1929,0.2541,0.3028,1.7829,1
SIM-PUFFED-BASELINE-01612,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4021,0.7581,0.8263,1.3148,0.5599,0.5687,0.3614,1
SIM-PUFFED-BASELINE-01613,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2801,0.5335,0.564,0.3865,0.2426,0.5026,-0.5654,0
SIM-PUFFED-BASELINE-01614,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1969,0.8048,0.7662,0.1707,0.8436,0.7011,-0.026,0
SIM-PUFFED-BASELINE-01615,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6668,0.4437,0.1194,0.9959,0.7029,0.6459,-0.5411,0
SIM-PUFFED-BASELINE-01616,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.998,0.7551,0.6679,-1.4953,0.4323,0.5461,-0.571,0
SIM-PUFFED-BASELINE-01617,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0156,0.6434,0.5482,0.152,0.7244,0.3563,-0.8485,0
SIM-PUFFED-BASELINE-01618,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.9525,0.6256,0.6731,1.2304,0.704,0.7106,0.1009,0
SIM-PUFFED-BASELINE-01619,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3768,0.8178,0.7601,-0.0283,0.2649,0.2264,-0.2504,1
SIM-PUFFED-BASELINE-01620,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4582,0.5924,0.603,-0.6587,0.5875,0.1484,-0.6215,1
SIM-PUFFED-BASELINE-01621,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3845,0.9761,0.5645,0.4081,0.7907,0.4036,-0.2319,0
SIM-PUFFED-BASELINE-01622,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.719,0.6319,0.2442,0.5559,0.7598,0.7912,-0.4439,1
SIM-PUFFED-BASELINE-01623,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4449,0.9033,0.2435,0.6049,0.5709,0.3916,-0.7269,0
SIM-PUFFED-BASELINE-01624,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7307,0.899,0.6417,-1.2042,0.5498,0.8595,0.4245,1
SIM-PUFFED-BASELINE-01625,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7653,0.6352,0.6534,-0.3649,0.5359,0.2465,0.058,1
SIM-PUFFED-BASELINE-01626,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2756,0.9253,0.6948,1.1451,0.4469,0.5857,-0.2169,0
SIM-PUFFED-BASELINE-01627,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6036,0.876,0.623,-2.0052,0.5931,0.6839,-0.3935,1
SIM-PUFFED-BASELINE-01628,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4458,0.9339,0.5377,-0.2239,0.8324,0.5036,-0.1713,0
SIM-PUFFED-BASELINE-01629,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.345,0.62,0.5991,0.803,0.3475,0.5771,-1.1933,0
SIM-PUFFED-BASELINE-01630,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.899,0.4155,0.5486,1.3342,0.5146,0.8924,-0.4669,1
SIM-PUFFED-BASELINE-01631,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1215,0.829,0.5734,1.5702,0.4437,0.4157,0.8288,0
SIM-PUFFED-BASELINE-01632,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3205,0.8014,0.5202,0.4168,0.9335,0.3042,-1.0991,1
SIM-PUFFED-BASELINE-01633,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.127,0.7813,0.4897,0.7795,0.3738,0.7208,-1.4163,1
SIM-PUFFED-BASELINE-01634,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3329,0.6787,0.6626,1.2141,0.8205,0.1566,0.5882,1
SIM-PUFFED-BASELINE-01635,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3981,0.6826,0.8971,-1.2321,0.5213,0.6801,-0.0401,0
SIM-PUFFED-BASELINE-01636,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2128,0.6658,0.4874,-0.8037,0.4887,0.536,-0.3859,1
SIM-PUFFED-BASELINE-01637,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4087,0.7888,0.4271,0.5258,0.3391,0.4187,0.4669,1
SIM-PUFFED-BASELINE-01638,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6498,0.9602,0.6802,0.8773,0.7859,0.7312,0.7728,1
SIM-PUFFED-BASELINE-01639,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1081,0.8694,0.6629,-0.5598,0.551,0.4315,0.9635,1
SIM-PUFFED-BASELINE-01640,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.1889,0.8322,0.4223,-0.7626,0.8289,0.33,0.2299,1
SIM-PUFFED-BASELINE-01641,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,1.1685,0.5267,0.4859,1.4395,0.5883,0.5823,1.5081,1
SIM-PUFFED-BASELINE-01642,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1523,0.6953,0.5693,-0.1035,0.7952,0.3072,-1.045,1
SIM-PUFFED-BASELINE-01643,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3516,0.3803,0.2411,1.4937,0.6058,0.525,-1.3516,0
SIM-PUFFED-BASELINE-01644,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3913,0.6756,0.6466,0.482,0.5579,0.2001,0.3547,0
SIM-PUFFED-BASELINE-01645,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.569,0.9188,0.7838,-0.0659,0.1608,0.6383,-2.5411,1
SIM-PUFFED-BASELINE-01646,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3639,0.4201,0.7635,-0.5611,0.2115,0.4865,1.0628,0
SIM-PUFFED-BASELINE-01647,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4293,0.5944,0.4117,1.1523,0.6225,0.7086,0.0593,1
SIM-PUFFED-BASELINE-01648,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6696,0.6729,0.6209,0.8847,0.3335,0.7915,0.9932,1
SIM-PUFFED-BASELINE-01649,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3115,0.3321,0.2046,0.5874,0.4667,0.619,0.3151,1
SIM-PUFFED-BASELINE-01650,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.8862,0.7094,0.1913,0.3878,0.7624,0.6895,-1.4583,1
SIM-PUFFED-BASELINE-01651,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2432,0.5923,0.7885,-0.4524,0.0938,0.7508,-0.887,0
SIM-PUFFED-BASELINE-01652,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2822,0.605,0.4153,0.4355,0.571,0.5658,0.2372,1
SIM-PUFFED-BASELINE-01653,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.143,0.8333,0.691,1.3658,0.5193,0.6095,-0.1689,1
SIM-PUFFED-BASELINE-01654,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.261,0.7031,0.6106,-0.832,0.185,0.5802,-0.4331,1
SIM-PUFFED-BASELINE-01655,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3737,0.5205,0.7444,-0.1621,0.647,0.382,-2.3702,0
SIM-PUFFED-BASELINE-01656,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0469,0.1775,0.7615,0.3826,0.3164,0.8647,-0.1956,1
SIM-PUFFED-BASELINE-01657,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.341,0.6575,0.6226,0.223,0.7505,0.7223,0.5373,1
SIM-PUFFED-BASELINE-01658,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.2502,0.6913,0.7213,0.7609,0.3936,0.64,-2.1897,1
SIM-PUFFED-BASELINE-01659,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.1778,0.7865,0.7342,2.5106,0.7946,0.7156,-1.3013,1
SIM-PUFFED-BASELINE-01660,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4838,0.9432,0.3771,-0.6468,0.2993,0.3424,1.4182,1
SIM-PUFFED-BASELINE-01661,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4529,0.9241,0.6992,-1.6881,0.3734,0.3641,0.7627,0
SIM-PUFFED-BASELINE-01662,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3939,0.8505,0.691,1.0662,0.7331,0.9258,-1.1407,1
SIM-PUFFED-BASELINE-01663,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.486,0.4009,0.0485,0.052,0.4924,0.5579,-0.5394,1
SIM-PUFFED-BASELINE-01664,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0462,0.8677,0.8205,1.1712,0.6742,0.2011,-2.2506,1
SIM-PUFFED-BASELINE-01665,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1944,0.7778,0.5682,0.2809,0.1835,0.5261,1.2358,1
SIM-PUFFED-BASELINE-01666,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2826,0.5634,0.6581,1.3938,0.3515,0.7354,-1.1741,1
SIM-PUFFED-BASELINE-01667,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7877,0.6404,0.531,1.531,0.5234,0.3996,-0.1514,0
SIM-PUFFED-BASELINE-01668,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1787,0.672,0.5383,0.1795,0.4834,0.6873,-1.5131,0
SIM-PUFFED-BASELINE-01669,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1919,0.7358,0.1721,0.33,0.7884,0.8283,0.9293,1
SIM-PUFFED-BASELINE-01670,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3738,0.5427,0.4508,0.6856,0.529,0.5736,0.401,0
SIM-PUFFED-BASELINE-01671,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6628,0.7487,0.4963,0.3946,0.6682,0.3347,1.0767,1
SIM-PUFFED-BASELINE-01672,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6571,0.7672,0.626,-0.8422,0.7663,0.5027,-0.6747,0
SIM-PUFFED-BASELINE-01673,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2072,0.8042,0.6273,0.4752,0.6062,0.6345,-0.2777,1
SIM-PUFFED-BASELINE-01674,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4967,0.8746,0.5425,0.1401,0.4521,0.4698,-0.7304,1
SIM-PUFFED-BASELINE-01675,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2784,0.3466,0.8134,-0.057,0.483,0.5759,0.6605,1
SIM-PUFFED-BASELINE-01676,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6444,0.8894,0.7029,0.3143,0.6378,0.8297,-1.2538,1
SIM-PUFFED-BASELINE-01677,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2027,0.6589,0.938,-1.6561,0.7324,0.6,1.7002,1
SIM-PUFFED-BASELINE-01678,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.159,0.6921,0.6705,-0.6539,0.6889,0.3923,-1.752,0
SIM-PUFFED-BASELINE-01679,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.6592,0.9103,0.5871,-0.579,0.3409,0.7942,0.3942,0
SIM-PUFFED-BASELINE-01680,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3708,0.74,0.8814,0.1484,0.8424,0.9468,-2.0386,1
SIM-PUFFED-BASELINE-01681,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5865,0.6583,0.6614,0.2816,0.839,0.6079,2.0868,1
SIM-PUFFED-BASELINE-01682,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.0916,0.8767,0.739,1.1795,0.3177,0.449,0.9011,0
SIM-PUFFED-BASELINE-01683,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6475,0.4567,0.6806,0.4597,0.4989,0.3059,-1.4339,1
SIM-PUFFED-BASELINE-01684,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6627,0.8539,0.4787,1.2303,0.5313,0.3267,0.7711,1
SIM-PUFFED-BASELINE-01685,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.6205,0.6901,0.6704,-0.2322,0.39,0.4211,-0.7454,1
SIM-PUFFED-BASELINE-01686,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2772,0.4256,0.4903,0.5033,0.4946,0.37,-0.9064,1
SIM-PUFFED-BASELINE-01687,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.5,0.6975,0.5004,-1.149,0.2499,0.8862,1.2879,1
SIM-PUFFED-BASELINE-01688,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.4965,0.964,0.8399,-1.2512,0.655,0.7296,1.4571,1
SIM-PUFFED-BASELINE-01689,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1936,0.6596,0.1974,-2.7178,0.4603,0.6295,0.1386,1
SIM-PUFFED-BASELINE-01690,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2306,0.8269,0.2475,0.3348,0.721,0.7965,-0.6616,1
SIM-PUFFED-BASELINE-01691,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4077,0.4344,0.4841,-0.613,0.7529,0.7623,0.6336,1
SIM-PUFFED-BASELINE-01692,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3612,0.8618,0.4131,0.4307,0.911,0.134,-1.8798,0
SIM-PUFFED-BASELINE-01693,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3398,0.3904,0.585,0.26,0.6719,0.9499,0.1367,1
SIM-PUFFED-BASELINE-01694,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1574,0.4133,0.5665,-2.0296,0.514,0.6877,0.7179,1
SIM-PUFFED-BASELINE-01695,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3124,0.9342,0.4665,0.7652,0.7896,0.696,-0.8299,0
SIM-PUFFED-BASELINE-01696,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1201,0.4621,0.7936,-0.8592,0.5843,0.443,0.4108,1
SIM-PUFFED-BASELINE-01697,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3823,0.9718,0.4566,1.4769,0.4015,0.5759,1.2733,1
SIM-PUFFED-BASELINE-01698,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5303,0.6135,0.7414,0.6927,0.6764,0.4356,0.2433,1
SIM-PUFFED-BASELINE-01699,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1262,0.4787,0.6017,-1.7602,0.5982,0.743,0.0616,1
SIM-PUFFED-BASELINE-01700,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2579,0.4826,0.1641,1.934,0.3741,0.5453,-0.1588,1
SIM-PUFFED-BASELINE-01701,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2649,0.5728,0.5452,-0.9656,0.35,0.429,0.7747,1
SIM-PUFFED-BASELINE-01702,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3881,0.8127,0.6632,0.3709,0.7465,0.7043,0.0661,0
SIM-PUFFED-BASELINE-01703,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.1447,0.479,0.5464,-0.2534,0.6823,0.3571,-1.1793,1
SIM-PUFFED-BASELINE-01704,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5892,0.9394,0.8243,-0.2242,0.5946,0.5874,-0.3433,1
SIM-PUFFED-BASELINE-01705,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.246,0.8502,0.1952,0.2356,0.8979,0.6864,-0.4708,1
SIM-PUFFED-BASELINE-01706,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.0967,0.8112,0.3485,1.5655,0.7916,0.5836,-0.3012,1
SIM-PUFFED-BASELINE-01707,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3739,0.8654,0.5446,0.1961,0.5295,0.5753,0.4876,0
SIM-PUFFED-BASELINE-01708,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1654,0.6088,0.7362,2.4701,0.7299,0.6622,-0.9137,1
SIM-PUFFED-BASELINE-01709,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.3396,0.9287,0.3135,-0.5078,0.767,0.6031,-0.6181,1
SIM-PUFFED-BASELINE-01710,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2142,0.7464,0.6016,-1.288,0.6158,0.9247,0.8416,0
SIM-PUFFED-BASELINE-01711,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.3718,0.6165,0.8121,2.2657,0.6717,0.1172,-0.9639,1
SIM-PUFFED-BASELINE-01712,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2282,0.9595,0.8154,1.1471,0.1386,0.7002,1.1144,1
SIM-PUFFED-BASELINE-01713,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.2514,0.4509,0.5481,-1.3579,0.491,0.6662,1.8075,0
SIM-PUFFED-BASELINE-01714,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1835,0.6938,0.6029,-0.5169,0.6362,0.6291,-2.9104,1
SIM-PUFFED-BASELINE-01715,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.1872,0.9514,0.6597,1.5088,0.8065,0.3204,-0.5466,1
SIM-PUFFED-BASELINE-01716,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.5262,0.7186,0.9028,-1.2733,0.8301,0.4673,1.5249,1
SIM-PUFFED-BASELINE-01717,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.5428,0.621,0.6449,0.6535,0.3067,0.8609,-0.7449,1
SIM-PUFFED-BASELINE-01718,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2011,0.9061,0.6457,-1.4345,0.2332,0.4232,0.6853,0
SIM-PUFFED-BASELINE-01719,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0831,0.8667,0.6028,1.5131,0.7568,0.5715,-0.0661,0
SIM-PUFFED-BASELINE-01720,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,1.2093,0.793,0.8584,1.2736,0.302,0.8492,-1.5797,1
SIM-PUFFED-BASELINE-01721,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0578,0.7257,0.7256,0.4945,0.5855,0.5163,0.1923,0
SIM-PUFFED-BASELINE-01722,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.9607,0.574,0.3888,0.4565,0.9333,0.615,0.2332,1
SIM-PUFFED-BASELINE-01723,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.0866,0.7551,0.881,0.1402,0.7857,0.6349,-0.4954,0
SIM-PUFFED-BASELINE-01724,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,0,0.1676,0.932,0.6883,-2.0227,0.8108,0.3512,0.8463,1
SIM-PUFFED-BASELINE-01725,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.7162,0.587,0.527,2.0126,0.7311,0.8233,0.0534,0
SIM-PUFFED-BASELINE-01726,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.9753,0.7533,0.7997,-0.8274,0.3826,0.342,0.9835,1
SIM-PUFFED-BASELINE-01727,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.4829,0.8994,0.7295,-0.3225,0.4986,0.3862,-2.2698,1
SIM-PUFFED-BASELINE-01728,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2251,0.5088,0.7743,1.3314,0.8854,0.7668,0.8203,1
SIM-PUFFED-BASELINE-01729,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.8134,0.9661,0.8196,0.422,0.8614,0.5489,-0.1051,1
SIM-PUFFED-BASELINE-01730,SIM-PUFFED-BASELINE,中国膨化食品消费者基线,膨化食品,中国,模拟,1,0.2921,0.6832,0.481,2.3487,0.5327,0.4047,1.0818,1
